lender_table,name,product_name,application_url,lender_row_url,eligible_states,bureaus_pulled,business_bureau_pulled,double_pull,multiple_llc_allowed,stated_requirements,docs_requested,application_method,approval_speed,typical_approval_range,average_starting_loc,max_known_loc,apr_terms,repayment_terms,draw_period_renewal,relationship_required,deposit_balance_impact,known_friendly_states,insider_tips,priority_tier,notes,active,branch_location_info,prequal_soft_pull,intro_offers,requires_account_opening,minimum_deposit,underwriter_interaction,relationship_manager,documentation_required,minimum_time_in_business_years,minimum_revenue_threshold,collateral_required,renewal_terms,loan_type,apr_range_pct,repayment_terms_months,funding_speed,loc_type,external_row_id
InBranchBizCC,Hilltop Bank,,,https://app.notion.com/p/legacystrong/Wyoming-253c3aa761d280efab51c5990f64d293,WY,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-HILLTOP-BANK
InBranchBizCC,Home Bank,,https://www.home24bank.com/business/business-loans/visa-business-credit-card.html,https://app.notion.com/p/legacystrong/Louisiana-253c3aa761d28022842ae6894ed544b8,LA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-HOME-BANK
OnlineBizCC,Home Bank of California,,,https://app.notion.com/p/legacystrong/California-253c3aa761d280ff9c2ad133360c32a2,CA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-HOME-BANK-OF-CALIFORNIA
OnlineBizCC,Horizon Bank,,https://www.horizonbank.com/business/treasury-management/disbursements/business-credit-cards,https://app.notion.com/p/legacystrong/Indiana-253c3aa761d280869289d2c1b9f70bb0,IN,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-HORIZON-BANK
InBranchBizCC,HSBC,,,https://app.notion.com/p/legacystrong/New-York-253c3aa761d28069ba19e83288742472,NY,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-HSBC
InBranchBizCC,Huntington Bank,,https://www.huntington.com/SmallBusiness/voice-business-credit-card,https://app.notion.com/p/legacystrong/Michigan-253c3aa761d280788103ca55bebcd8aa,"MI, WV",,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-HUNTINGTON-BANK
InBranchBizCC,IBC,,,https://app.notion.com/p/legacystrong/Texas-253c3aa761d280e69380ed7607909b5b,TX,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-IBC
InBranchBizCC,IBC Bank,,,https://app.notion.com/p/legacystrong/Oklahoma-253c3aa761d2808aaab1fdc8f586b2f0,OK,,,,,,,,,,,,,,,,,,Oklahoma-based with solid business support,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-IBC-BANK
InBranchBizCC,Idaho First Bank,,https://creditcardlearnmore.com/11t3/index,https://app.notion.com/p/legacystrong/Idaho-253c3aa761d28090b2e9fde857adcbf7,ID,,,,,,,,,,,,,,,,,,Midland,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-IDAHO-FIRST-BANK
OnlineBizCC,Illinois Bank & Trust (0% - HTLF),,https://www.illinoisbank.com/,https://app.notion.com/p/legacystrong/Illinois-253c3aa761d28004ba89f6af65a5b622,IL,,,,,,,,,,,,,,,,,,"Online app, follow-up call expected; Unverified: reporting high net worth / $50k monthly spend may help",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-ILLINOIS-BANK-TRUST-0-HTLF
InBranchBizCC,Independent Bank,,https://www.independentbank.com/business/debit-cards/,https://app.notion.com/p/legacystrong/Michigan-253c3aa761d280788103ca55bebcd8aa,"MI, MT",,,,,,,,,,,,,,,,,,Midland,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-INDEPENDENT-BANK
InBranchBizCC,Intrust Bank,,https://creditcardlearnmore.com/11t3/index,https://app.notion.com/p/legacystrong/Kansas-253c3aa761d28030a60fd298581357b7,KS,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-INTRUST-BANK
OnlineBizCC,Iowa State Bank,,,https://app.notion.com/p/legacystrong/Iowa-253c3aa761d280f4b9f7f0d95afaf759,IA,,,,,No business checking required.,,,,,,,,,,,,,"No business checking required.; Report $200K+ “account balance” for potential $25K+ limit.; Avoid VPN; apply from your real business IP.; After 1st approval, submit second Elan app with consistent info.",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-IOWA-STATE-BANK
InBranchBizCC,Johnson Bank,,,https://app.notion.com/p/legacystrong/Wisconsin-253c3aa761d280d1ba87d713b284c8ee,WI,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-JOHNSON-BANK
InBranchBizCC,Kearny Bank,,,https://app.notion.com/p/legacystrong/New-Jersey-253c3aa761d2801b8af4d65ca5ffd313,"NJ, NY",,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-KEARNY-BANK
InBranchBizCC,KeyBank,,,https://app.notion.com/p/legacystrong/New-York-253c3aa761d28069ba19e83288742472,"NY, OH, PA, UT, VT, WA",,,,,KeyBank Business Rewards Offers a soft credit check and high credit limits with an introductory 0% interest period.,,,,,,,,,,,,,Apply in-branch via manager; Can also ask for an unsecured Line of Credit up to $50k; Apply in-branch for optimal results.; Can apply for a Business Visa (up to $25k) and/or unsecured LOC (up to $50k).; Apply in-branch for Business Visa (up to $25k) or unsecured LOC (up to $50k); Apply in-branch with manager for 0% Visa + potential $50k LOC; Recommended to apply in-branch with a banker.; Can apply for 0% Visa up to $25k and unsecured line of credit up to $50k.; Best to apply in-branch; May qualify for 0% Visa up to $25k or LOC up to $50k,,Source: Notion Deep State Datapoints (Legacy Strong); Hub refs: Favorite business credit cards,true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-KEYBANK
OnlineBizCC,KeyBank,,https://www.key.com/small-business/banking/credit-cards/mastercard-small-business-credit-card.jsp,https://app.notion.com/p/legacystrong/Alaska-253c3aa761d2805cbd2ec6dcf14c8ac1,"AK, CO, CT, ID, ME, OR",,,,,KeyBank Business Rewards Offers a soft credit check and high credit limits with an introductory 0% interest period.,,,,,,,,,,,,,"Recommended to meet with a branch manager; Can apply for Business Visa (up to $25k) and/or unsecured line of credit (up to $50k); Apply via branch manager; 0% Visa up to $25k, or unsecured BLOC up to $50k; Strong regional player in CT.; Meet a banker in person for higher approval odds.; Often paired with a $25K 0% card + $50K unsecured LOC.; Apply through branch manager recommended; Up to $25k on business Visa or $50k unsecured LOC; Recommend applying through a branch manager for best results.; Can pair Business Credit Card (up to $25k) with unsecured Business LOC (up to $50k).; Meet with a branch manager in-person.; Apply for 0% Visa ($25k) and/or unsecured LOC ($50k max).",,Source: Notion Deep State Datapoints (Legacy Strong); Hub refs: Favorite business credit cards,true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-KEYBANK
InBranchBizCC,Landmark National Bank,,https://www.banklandmark.com/business/additional-business-services/business-credit-cards/,https://app.notion.com/p/legacystrong/Kansas-253c3aa761d28030a60fd298581357b7,KS,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-LANDMARK-NATIONAL-BANK
InBranchBizCC,Liberty Bank,,,https://app.notion.com/p/legacystrong/Connecticut-253c3aa761d2801fbf66c6a5f585f1fa,CT,,,,,,,,,,,,,,,,,,Must be a Connecticut resident or registered business.; In-person applications encouraged.; Best if you also bank with them personally.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-LIBERTY-BANK
OnlineBizCC,Liberty National Bank,,,https://app.notion.com/p/legacystrong/Ohio-253c3aa761d280bdb707d1e377c6f758,OH,,,,,No business checking required.,,,,,,,,,,,,,No business checking required.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-LIBERTY-NATIONAL-BANK
InBranchBizCC,Local Bank Options,,,https://app.notion.com/p/legacystrong/North-Dakota-253c3aa761d280fb8cc3db0a998caa8c,ND,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-LOCAL-BANK-OPTIONS
OnlineBizCC,Local First Bank,,,https://app.notion.com/p/legacystrong/North-Carolina-253c3aa761d280ea96cafe4602f9b0a8,NC,,,,,,,,,,,,,,,,,,Strong regional relationship-focused bank.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-LOCAL-FIRST-BANK
OnlineBizCC,M&T Bank,,https://www3.mtb.com/business/mt-business-credit-card,https://app.notion.com/p/legacystrong/Delaware-253c3aa761d28005b33ecaa3430c8260,"DE, MD, NJ, NY, PA",,,,,,,,,,,,,,,,,,Offers multiple small biz cards with intro 0% APR; Local option with solid underwriting for new businesses,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-M-T-BANK
InBranchBizCC,Mascoma Bank,,,https://app.notion.com/p/legacystrong/New-Hampshire-253c3aa761d2803ca798c269da6d1f3a,NH,,,,,,,,,,,,,,,,,,"Regional business bank, inquire about credit card or business credit line options",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-MASCOMA-BANK
InBranchBizCC,Mechanics Bank,,,https://app.notion.com/p/legacystrong/California-253c3aa761d280ff9c2ad133360c32a2,CA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-MECHANICS-BANK
InBranchBizCC,Mid Penn Bank,,,https://app.notion.com/p/legacystrong/Pennsylvania-253c3aa761d280548a54eade5f14cb11,PA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-MID-PENN-BANK
InBranchBizCC,Mid-Missouri Bank,,,https://app.notion.com/p/legacystrong/Missouri-253c3aa761d2806aad8cdbba6550301b,MO,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-MID-MISSOURI-BANK
InBranchBizCC,MidFirst Bank,,,https://app.notion.com/p/legacystrong/Oklahoma-253c3aa761d2808aaab1fdc8f586b2f0,OK,,,,,,,,,,,,,,,,,,Offers Visa cards with flexible point rewards and statement credit options,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-MIDFIRST-BANK
InBranchBizCC,Midland,,,https://app.notion.com/p/legacystrong/Utah-253c3aa761d28057a843c5d26660d602,"UT, WY",,,,,,,,,,,,,,,,,,Apply for second Elan card only after being approved for the first; Locate the business credit card page before applying,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-MIDLAND
OnlineBizCC,Minnesota Bank & Trust (0% - HTLF),,https://www.mnbankandtrust.com/,https://app.notion.com/p/legacystrong/Minnesota-253c3aa761d28008a1eef7740ad6e848,MN,,,,,,,,,,,,,,,,,,"Apply online, then complete over the phone.; Reporting high net worth ($500k–$1M+) and $50k monthly spend boosts odds (not verified).",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-MINNESOTA-BANK-TRUST-0-HTLF
InBranchBizCC,Montecito Bank & Trust,,,https://app.notion.com/p/legacystrong/California-253c3aa761d280ff9c2ad133360c32a2,CA,,,,,,,,,,,,,,,,,,Great for Santa Barbara & Central Coast. Uses Elan backend.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-MONTECITO-BANK-TRUST
InBranchBizCC,Mountain West Bank,,https://www.mountainwestbank.com/business/services/visa-business-card,https://app.notion.com/p/legacystrong/Idaho-253c3aa761d28090b2e9fde857adcbf7,ID,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-MOUNTAIN-WEST-BANK
InBranchBizCC,Mt. McKinley Bank,,,https://app.notion.com/p/legacystrong/Alaska-253c3aa761d2805cbd2ec6dcf14c8ac1,AK,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-MT-MCKINLEY-BANK
InBranchBizCC,National Bank of Arizona,,,https://app.notion.com/p/legacystrong/Arizona-253c3aa761d280c9aea9d64e162937b2,AZ,,,,,,,,,,,,,,,,,,AZ-specific brand of Zions Bancorp. Relationship banking helps.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-NATIONAL-BANK-OF-ARIZONA
InBranchBizCC,Native American Bank,,,https://app.notion.com/p/legacystrong/Rhode-Island-253c3aa761d28021b37edb902905ebfb,RI,,,,,,,,,,,,,,,,,,"Third-party issued, no business account needed.",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-NATIVE-AMERICAN-BANK
OnlineBizCC,Native American Bank,,https://www.mycommunitycc.com/AeYE2oITmvtO/business/,https://app.notion.com/p/legacystrong/Alabama-253c3aa761d2803190efc372a47f3174,"AL, AZ, CT, FL, HI, KY, ME, MO, NC, NE, NH, NM, OR, SD, TX, VT, WA",,,,,No business checking needed.; No checking required.; Manual review and additional ID verification often required.; No business checking required.; No business checking required; Third-party issued. No business checking needed.; TCM-backed card. No business checking account needed.; Issued via third-party. No business checking needed.,,,,,,,,,,,,,Apply online. 0% intro on purchases.; No business checking needed.; Very friendly approval terms for new businesses; 0% business card product available; Use a local IP and consistent business details; Great fallback for those not eligible with big banks.; Often more flexible underwriting.; No checking required.; Manual review and additional ID verification often required.; No business checking required.; Also issued through TCM.; 🔗 Apply here (TCM); No business checking required; Powered by third party issuer (TCM); Third-party issued. No business checking needed.; TCM-backed card. No business checking account needed.; Issued via third-party. No business checking needed.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-NATIVE-AMERICAN-BANK
OnlineBizCC,Native American Bank (0%,TCM),https://www.mycommunitycc.com/AeYE2oITmvtO/business/,https://app.notion.com/p/legacystrong/Alaska-253c3aa761d2805cbd2ec6dcf14c8ac1,"AK, AR, CO, DE, GA, ID, IN, KS, LA, MA, MD, MI, MT, ND, NV, OK, SC, TN, UT, WV, WY",,,,,No business checking needed; No biz checking required; No business checking account required.; No business checking required,,,,,,,,,,,,,No business checking needed; No biz checking required; No business checking account required.; 0% intro via TCM processing.; No business checking required,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-NATIVE-AMERICAN-BANK-0
OnlineBizCC,Native American Bank (via TCM),,https://www.mycommunitycc.com/AeYE2oITmvtO/business/,https://app.notion.com/p/legacystrong/Minnesota-253c3aa761d28008a1eef7740ad6e848,MN,,,,,No biz checking needed.,,,,,,,,,,,,,No biz checking needed.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-NATIVE-AMERICAN-BANK-VIA-TCM
OnlineBizCC,Nevada State Bank,,https://www.nsbank.com/business/borrow/credit-cards/,https://app.notion.com/p/legacystrong/Nevada-253c3aa761d28023bcc3ee7d0467faab,NV,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-NEVADA-STATE-BANK
OnlineBizCC,New Field National Bank (0%,TCM),,https://app.notion.com/p/legacystrong/New-Jersey-253c3aa761d2801b8af4d65ca5ffd313,NJ,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-NEW-FIELD-NATIONAL-BANK-0
OnlineBizCC,New Mexico Bank & Trust (0% - HTLF),,,https://app.notion.com/p/legacystrong/New-Mexico-253c3aa761d2801cab57e40d9f2a640c,NM,,,,,,,,,,,,,,,,,,Submit application online. Expect follow-up call.; Six-figure net worth helps.; DP: $50k+ monthly spend favored.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-NEW-MEXICO-BANK-TRUST-0-HTLF
OnlineBizCC,New Tripoli Bank (0%,TCM Issuer),,https://app.notion.com/p/legacystrong/Pennsylvania-253c3aa761d280548a54eade5f14cb11,PA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-NEW-TRIPOLI-BANK-0
OnlineBizCC,New York Community Bank (FNBO),,,https://app.notion.com/p/legacystrong/New-York-253c3aa761d28069ba19e83288742472,NY,,,,,No checking required,,,,,,,,,,,,,No checking required; FNBO partner card; solid for newer businesses,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-NEW-YORK-COMMUNITY-BANK-FNBO
OnlineBizCC,Nicolet National Bank (0% - personal),,,https://app.notion.com/p/legacystrong/Wisconsin-253c3aa761d280d1ba87d713b284c8ee,WI,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-NICOLET-NATIONAL-BANK-0-PERSONAL
InBranchBizCC,North Shore Bank,,,https://app.notion.com/p/legacystrong/Wisconsin-253c3aa761d280d1ba87d713b284c8ee,WI,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-NORTH-SHORE-BANK
OnlineBizCC,North Valley Bank,,,https://app.notion.com/p/legacystrong/Ohio-253c3aa761d280bdb707d1e377c6f758,OH,,,,,No business checking required.,,,,,,,,,,,,,"No business checking required.; Use BUSINESS card page and apply for 0% (20 months).; Report $200k+ in account/investments (unverified) for $25k+ limit.; Avoid VPN usage; apply from IP near business/personal address.; Once approved, use another Elan bank for a second identical app.",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-NORTH-VALLEY-BANK
InBranchBizCC,Northrim Bank,,,https://app.notion.com/p/legacystrong/Alaska-253c3aa761d2805cbd2ec6dcf14c8ac1,AK,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-NORTHRIM-BANK
InBranchBizCC,Northwest Savings Bank,,,https://app.notion.com/p/legacystrong/Pennsylvania-253c3aa761d280548a54eade5f14cb11,PA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-NORTHWEST-SAVINGS-BANK
OnlineBizCC,Ohio Savings Bank (FNBO),,,https://app.notion.com/p/legacystrong/Ohio-253c3aa761d280bdb707d1e377c6f758,OH,,,,,FNBO partner; no business checking needed.,,,,,,,,,,,,,FNBO partner; no business checking needed.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-OHIO-SAVINGS-BANK-FNBO
InBranchBizCC,Old National Bank,,https://www.oldnational.com/business/borrow/credit-cards,https://app.notion.com/p/legacystrong/Indiana-253c3aa761d280869289d2c1b9f70bb0,IN,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-OLD-NATIONAL-BANK
OnlineBizCC,Old Point (0%,TCM),,https://app.notion.com/p/legacystrong/Virginia-253c3aa761d28024a870e60ca73b3bef,VA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-OLD-POINT-0
InBranchBizCC,One Florida Bank,,,https://app.notion.com/p/legacystrong/Florida-253c3aa761d280d7aae1c62c34560395,FL,,,,,,,,,,,,,,,,,,Often uses third-party processors; Friendly toward local Florida businesses,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-ONE-FLORIDA-BANK
InBranchBizCC,Opportunity Bank of Montana,,https://www.opportunitybank.com/Business-Checking,https://app.notion.com/p/legacystrong/Montana-253c3aa761d2805aa37fe760dfc59803,MT,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-OPPORTUNITY-BANK-OF-MONTANA
OnlineBizCC,Origin Bank,,,https://app.notion.com/p/legacystrong/Mississippi-253c3aa761d280b7aafdcd60f363a740,"MS, TX",,,,,No biz checking needed,,,,,,,,,,,,,No biz checking needed,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-ORIGIN-BANK
OnlineBizCC,Origin Bank (0%,TCM),https://commonsenselenders.com/WebApp/WebPages/MainPages/MainPage.aspx,https://app.notion.com/p/legacystrong/Louisiana-253c3aa761d28022842ae6894ed544b8,LA,,,,,No business checking needed,,,,,,,,,,,,,No business checking needed,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-ORIGIN-BANK-0
OnlineBizCC,Pacific Premier Bank (0% - FNBO),,,https://app.notion.com/p/legacystrong/Arizona-253c3aa761d280c9aea9d64e162937b2,"AZ, CA, OR, WA",,,,,FNBO-issued. No checking account needed.; No business checking required.; No business checking needed,,,,,,,,,,,,,FNBO-issued. No checking account needed.; No business checking required.; FNBO-backed card with strong approval reports.; No business checking needed,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-PACIFIC-PREMIER-BANK-0-FNBO
OnlineBizCC,Pacific Premier Bank (FNBO),,https://www.card.fnbo.com/mpp/ppb/business/web-visa.html,https://app.notion.com/p/legacystrong/Nevada-253c3aa761d28023bcc3ee7d0467faab,NV,,,,,No business checking required,,,,,,,,,,,,,No business checking required; FNBO issued,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,yes,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-PACIFIC-PREMIER-BANK-FNBO
OnlineBizCC,Pennian Bank (0%,TCM Issuer),,https://app.notion.com/p/legacystrong/Pennsylvania-253c3aa761d280548a54eade5f14cb11,PA,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-PENNIAN-BANK-0
InBranchBizCC,People’s United Bank,,https://www.peoples.com/business/small-business/commercial-cards/business-card-rewards,https://app.notion.com/p/legacystrong/Massachusetts-253c3aa761d280a6a509d271933413ad,MA,,,,,,,,,,,,,,,,,,Now merged with M&T Bank—confirm application path.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-PEOPLE-S-UNITED-BANK
OnlineBizCC,People’s United Bank,,https://www.peoples.com/personal/credit-cards,https://app.notion.com/p/legacystrong/Maine-253c3aa761d280029487cfffe3552a48,"ME, NH",,,,,,,,,,,,,,,,,,"Personal and business options available.; May be part of M&T Bank—confirm status before applying.; Only personal cards currently, but still worth watching for business offerings",,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-PEOPLE-S-UNITED-BANK
OnlineBizCC,People’s United Bank (0% - Personal),,,https://app.notion.com/p/legacystrong/Vermont-253c3aa761d280bd88b2d1ca550f80f6,VT,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-ONLINEBIZCC-PEOPLE-S-UNITED-BANK-0-PERSONAL
InBranchBizCC,People’s United Bank (Now M&T),,,https://app.notion.com/p/legacystrong/Connecticut-253c3aa761d2801fbf66c6a5f585f1fa,CT,,,,,,,,,,,,,,,,,,Rebranded to M&T Bank in CT.; Former People’s customers now eligible for M&T’s business suite.; Local approval power in branch may help with custom underwriting.,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-PEOPLE-S-UNITED-BANK-NOW-M-T
InBranchBizCC,Peoples Bank,,,https://app.notion.com/p/legacystrong/Maryland-253c3aa761d280da9edddf304ac75e0e,MD,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-PEOPLES-BANK
InBranchBizCC,Pinnacle Bank,,,https://app.notion.com/p/legacystrong/Nebraska-253c3aa761d280bea995f13e0b43d9d3,"NE, TN, WY",,,,,,,,,,,,,,,,,,🔗 Pinnacle Credit Cards,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-PINNACLE-BANK
InBranchBizCC,Platte Valley Bank,,,https://app.notion.com/p/legacystrong/Wyoming-253c3aa761d280efab51c5990f64d293,WY,,,,,,,,,,,,,,,,,,,,Source: Notion Deep State Datapoints (Legacy Strong),true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-PLATTE-VALLEY-BANK
InBranchBizCC,PNC Bank,,https://www.pnc.com/en/small-business/borrowing/business-credit-cards.html,https://app.notion.com/p/legacystrong/Delaware-253c3aa761d28005b33ecaa3430c8260,"DE, GA, MO",,,,,,,,,,,,,,,,,,"0% interest only on balance transfers; 0% only for balance transfers; 0% applies only to balance transfers—not purchases.; PNC Visa Business Credit Card: Introductory Offer: 0% intro APR for the first 13 billing cycles, then a variable APR of 15.24% - 25.24%. Balance Transfer Fee: 3% of each transfer amount or $5 minimum, whichever is greater. Requirement: This card requires balance transfer requests to be made within 90 days from account opening to qualify for the introductory APR.",,Source: Notion Deep State Datapoints (Legacy Strong); Hub refs: Best balance transfer cards,true,,,,,,,,,,,,,,,,,,LEGACY-INBRANCHBIZCC-PNC-BANK
